Motor_Frequency_Cmd_Hz;Timestamp;X_Axis_High_Frequency_RMS_Acceleration;X_Axis_RMS_Velocity;Z_Axis_High_Frequency_RMS_Acceleration;Z_Axis_RMS_Velocity
41;2020-09-07 20:00:00;1,27;0,68;0,539;0,598
41;2020-09-07 20:30:00;1,22;0,613;0,532;0,522
41;2020-09-07 21:00:00;1,256;0,654;0,533;0,524
41;2020-09-07 21:30:00;1,231;0,646;0,529;0,475
41;2020-09-07 22:00:00;1,273;0,702;0,526;0,549
41;2020-09-07 22:30:00;1,222;0,643;0,517;0,434
41;2020-09-07 23:00:00;1,232;0,61;0,524;0,467
41;2020-09-07 23:30:00;1,2;0,644;0,517;0,454
41;2020-09-08 00:00:00;1,217;0,629;0,525;0,502
41;2020-09-08 00:30:00;1,21;0,621;0,518;0,572
41;2020-09-08 01:00:00;1,174;0,715;0,522;0,471
41;2020-09-08 01:30:00;1,169;0,599;0,519;0,578
41;2020-09-08 02:00:00;1,222;0,654;0,523;0,513
41;2020-09-08 02:30:00;1,218;0,728;0,526;0,582
41;2020-09-08 03:00:00;1,193;0,666;0,529;0,555
41;2020-09-08 03:30:00;1,169;0,657;0,519;0,475
41;2020-09-08 04:00:00;1,179;0,746;0,507;0,498
41;2020-09-08 04:30:00;1,181;0,712;0,506;0,557
41;2020-09-08 05:00:00;1,187;0,643;0,511;0,496
41;2020-09-08 05:30:00;1,193;0,649;0,512;0,454
41;2020-09-08 06:00:00;1,23;0,669;0,513;0,509
41;2020-09-08 06:30:00;1,148;0,615;0,491;0,461
41;2020-09-08 07:00:00;1,15;0,741;0,494;0,496
41;2020-09-08 07:30:00;1,152;0,68;0,502;0,457
41;2020-09-08 08:00:00;1,177;0,649;0,506;0,558
41;2020-09-08 08:30:00;1,156;0,767;0,497;0,576
44;2020-09-08 09:00:00;0,781;0,584;0,395;0,519
44;2020-09-08 09:30:00;0,782;0,579;0,399;0,502
44;2020-09-08 10:00:00;0,802;0,568;0,407;0,531
41,4;2020-09-08 10:30:00;1,242;0,743;0,508;0,559
41,4;2020-09-08 11:00:00;1,195;0,642;0,504;0,495
41,4;2020-09-08 11:30:00;1,217;0,728;0,507;0,527
41,4;2020-09-08 12:00:00;1,25;0,595;0,521;0,487
41,4;2020-09-08 12:30:00;1,289;0,676;0,525;0,538
41,4;2020-09-08 13:00:00;1,289;0,628;0,524;0,456
41,4;2020-09-08 13:30:00;1,305;0,64;0,523;0,505
41,4;2020-09-08 14:00:00;1,275;0,745;0,511;0,507
41,4;2020-09-08 14:30:00;1,249;0,71;0,511;0,522
41,4;2020-09-08 15:00:00;1,216;0,659;0,5;0,51
41,4;2020-09-08 15:30:00;1,215;0,605;0,499;0,466
41,4;2020-09-08 16:00:00;1,199;0,654;0,492;0,544
41,4;2020-09-08 16:30:00;1,212;0,686;0,495;0,595
41,4;2020-09-08 17:00:00;1,235;0,701;0,5;0,532
41,4;2020-09-08 17:30:00;1,264;0,644;0,51;0,494
41,4;2020-09-08 18:00:00;1,269;0,536;0,509;0,504
41,4;2020-09-08 18:30:00;1,313;0,619;0,52;0,49
41,4;2020-09-08 19:00:00;1,24;0,594;0,498;0,484
41,4;2020-09-08 19:30:00;1,238;0,599;0,508;0,465
41,4;2020-09-08 20:00:00;1,212;0,66;0,51;0,49
41,4;2020-09-08 20:30:00;1,215;0,59;0,512;0,478
41,4;2020-09-08 21:00:00;1,224;0,729;0,52;0,549
41,4;2020-09-08 21:30:00;1,18;0,628;0,509;0,457
41,4;2020-09-08 22:00:00;1,208;0,707;0,523;0,511
41,4;2020-09-08 22:30:00;1,157;0,618;0,512;0,525
41,4;2020-09-08 23:00:00;1,118;0,744;0,505;0,48
41,4;2020-09-08 23:30:00;1,122;0,572;0,503;0,483
41,4;2020-09-09 00:00:00;1,071;0,704;0,501;0,462
41,4;2020-09-09 00:30:00;1,103;0,603;0,501;0,5
41,4;2020-09-09 01:00:00;1,098;0,719;0,502;0,494
41,4;2020-09-09 01:30:00;1,111;0,726;0,511;0,547
43,6;2020-09-09 02:00:00;0,878;0,729;0,427;0,557
43,6;2020-09-09 02:30:00;0,877;0,612;0,425;0,441
43,6;2020-09-09 03:00:00;0,875;0,678;0,42;0,547
43,6;2020-09-09 03:30:00;0,87;0,6;0,423;0,542
43,6;2020-09-09 04:00:00;0,902;0,581;0,434;0,507
43,6;2020-09-09 04:30:00;0,885;0,591;0,419;0,433
43,6;2020-09-09 05:00:00;0,878;0,665;0,423;0,537
43,6;2020-09-09 05:30:00;0,873;0,639;0,425;0,488
43,6;2020-09-09 06:00:00;0,858;0,689;0,429;0,56
43,6;2020-09-09 06:30:00;0,811;0,519;0,401;0,483
43,6;2020-09-09 07:00:00;0,843;0,655;0,418;0,535
43,6;2020-09-09 07:30:00;0,843;0,574;0,418;0,47
43,6;2020-09-09 08:00:00;0,837;0,669;0,417;0,52
43,6;2020-09-09 08:30:00;0,833;0,615;0,415;0,474
43,6;2020-09-09 09:00:00;0,84;0,609;0,426;0,543
43,6;2020-09-09 09:30:00;0,821;0,712;0,419;0,532
43,6;2020-09-09 10:00:00;0,833;0,674;0,422;0,572
48,1;2020-09-09 10:30:00;0,58;0,615;0,363;0,715
48,1;2020-09-09 11:00:00;0,617;0,604;0,339;0,48
48,1;2020-09-09 11:30:00;0,622;0,637;0,341;0,687
48,1;2020-09-09 12:00:00;0,64;0,591;0,336;0,48
42,5;2020-09-09 12:30:00;1,237;0,635;0,507;0,555
47,4;2020-09-09 13:00:00;0,633;0,631;0,326;0,495
47,4;2020-09-09 13:30:00;0,617;0,646;0,324;0,543
47,4;2020-09-09 14:00:00;0,633;0,657;0,329;0,521
47,4;2020-09-09 14:30:00;0,624;0,599;0,325;0,461
47,4;2020-09-09 15:00:00;0,627;0,706;0,325;0,48
47,4;2020-09-09 15:30:00;0,621;0,553;0,324;0,521
47,4;2020-09-09 16:00:00;0,628;0,635;0,325;0,515
47,4;2020-09-09 16:30:00;0,622;0,628;0,328;0,498
47,4;2020-09-09 17:00:00;0,604;0,636;0,328;0,452
47,4;2020-09-09 17:30:00;0,617;0,613;0,33;0,519
47,4;2020-09-09 18:00:00;0,62;0,663;0,33;0,513
47,4;2020-09-09 18:30:00;0,626;0,659;0,326;0,468
47,4;2020-09-09 19:00:00;0,633;0,707;0,328;0,532
47,4;2020-09-09 19:30:00;0,611;0,619;0,336;0,493
47,4;2020-09-09 20:00:00;0,616;0,63;0,335;0,488
47,4;2020-09-09 20:30:00;0,608;0,618;0,334;0,472
47,4;2020-09-09 21:00:00;0,598;0,649;0,336;0,504
47,4;2020-09-09 21:30:00;0,598;0,563;0,341;0,526
47,4;2020-09-09 22:00:00;0,595;0,601;0,339;0,458
47,4;2020-09-09 22:30:00;0,593;0,617;0,339;0,49
47,4;2020-09-09 23:00:00;0,584;0,621;0,334;0,508
47,4;2020-09-09 23:30:00;0,6;0,649;0,344;0,512
47,4;2020-09-10 00:00:00;0,584;0,688;0,345;0,448
47,4;2020-09-10 00:30:00;0,588;0,573;0,343;0,523
47,4;2020-09-10 01:00:00;0,579;0,605;0,341;0,503
47,4;2020-09-10 01:30:00;0,577;0,655;0,343;0,534
47,4;2020-09-10 02:00:00;0,573;0,618;0,341;0,509
47,4;2020-09-10 02:30:00;0,554;0,662;0,344;0,497
47,4;2020-09-10 03:00:00;0,566;0,585;0,341;0,471
47,4;2020-09-10 03:30:00;0,567;0,677;0,342;0,548
47,4;2020-09-10 04:00:00;0,562;0,671;0,346;0,469
47,4;2020-09-10 04:30:00;0,564;0,506;0,344;0,522
47,4;2020-09-10 05:00:00;0,563;0,743;0,345;0,555
47,4;2020-09-10 05:30:00;0,565;0,574;0,344;0,528
47,4;2020-09-10 06:00:00;0,573;0,657;0,346;0,595
47,4;2020-09-10 06:30:00;0,575;0,546;0,347;0,525
47,4;2020-09-10 07:00:00;0,563;0,57;0,352;0,528
47,4;2020-09-10 07:30:00;0,571;0,638;0,349;0,506
47,4;2020-09-10 08:00:00;0,578;0,617;0,345;0,59
47,4;2020-09-10 08:30:00;0,562;0,594;0,344;0,634
47,4;2020-09-10 09:00:00;0,576;0,675;0,349;0,549
47,4;2020-09-10 09:30:00;0,576;0,553;0,346;0,539
47,4;2020-09-10 10:00:00;0,582;0,586;0,345;0,564
47,4;2020-09-10 10:30:00;0,574;0,731;0,342;0,527
47,4;2020-09-10 11:00:00;0,59;0,573;0,336;0,481
47,4;2020-09-10 11:30:00;0,605;0,567;0,337;0,499
47,4;2020-09-10 12:00:00;0,62;0,617;0,337;0,54
47,4;2020-09-10 12:30:00;0,618;0,688;0,333;0,444
47,8;2020-09-10 13:00:00;0,643;0,676;0,332;0,556
47,8;2020-09-10 13:30:00;0,642;0,6;0,334;0,503
47,8;2020-09-10 14:00:00;0,641;0,607;0,331;0,448
47,8;2020-09-10 14:30:00;0,636;0,644;0,332;0,514
47,8;2020-09-10 15:00:00;0,639;0,644;0,331;0,484
47,8;2020-09-10 15:30:00;0,643;0,578;0,328;0,504
47,8;2020-09-10 16:00:00;0,627;0,638;0,324;0,497
47,8;2020-09-10 16:30:00;0,636;0,59;0,326;0,447
47,8;2020-09-10 17:00:00;0,63;0,563;0,326;0,432
47,8;2020-09-10 17:30:00;0,636;0,618;0,331;0,436
47,8;2020-09-10 18:00:00;0,625;0,634;0,323;0,459
47,8;2020-09-10 18:30:00;0,629;0,66;0,328;0,471
47,8;2020-09-10 19:00:00;0,631;0,616;0,323;0,506
47,8;2020-09-10 19:30:00;0,63;0,574;0,33;0,446
47,8;2020-09-10 20:00:00;0,617;0,658;0,33;0,469
47,8;2020-09-10 20:30:00;0,633;0,649;0,333;0,504
47,8;2020-09-10 21:00:00;0,614;0,618;0,331;0,536
47,8;2020-09-10 21:30:00;0,622;0,654;0,333;0,496
47,8;2020-09-10 22:00:00;0,615;0,55;0,33;0,497
47,8;2020-09-10 22:30:00;0,613;0,577;0,335;0,499
47,8;2020-09-10 23:00:00;0,614;0,627;0,334;0,504
44,8;2020-09-10 23:30:00;0,769;0,577;0,376;0,446
42,1;2020-09-11 00:00:00;1,089;0,666;0,482;0,468
42,1;2020-09-11 00:30:00;1,095;0,799;0,489;0,599
42,1;2020-09-11 01:00:00;1,14;0,803;0,502;0,562
42,1;2020-09-11 01:30:00;1,094;0,707;0,487;0,474
42,1;2020-09-11 02:00:00;1,092;0,662;0,487;0,502
42,1;2020-09-11 02:30:00;1,129;0,769;0,511;0,603
42,1;2020-09-11 03:00:00;1,079;0,813;0,481;0,593
42,1;2020-09-11 03:30:00;1,079;0,704;0,491;0,523
42,1;2020-09-11 04:00:00;1,045;0,796;0,485;0,493
42,1;2020-09-11 04:30:00;1,076;0,661;0,485;0,484
42,1;2020-09-11 05:00:00;1,04;0,784;0,477;0,588
42,9;2020-09-11 05:30:00;0,96;0,677;0,45;0,5
42,9;2020-09-11 06:00:00;0,92;0,8;0,434;0,58
42,9;2020-09-11 06:30:00;0,918;0,593;0,431;0,451
42,9;2020-09-11 07:00:00;0,915;0,747;0,429;0,53
42,9;2020-09-11 07:30:00;0,958;0,705;0,448;0,522
42,9;2020-09-11 08:00:00;0,895;0,6;0,427;0,56
42,9;2020-09-11 08:30:00;0,92;0,662;0,432;0,504
47,8;2020-09-11 09:00:00;0,6;0,767;0,349;0,528
47,8;2020-09-11 09:30:00;0,606;0,65;0,345;0,504
47,8;2020-09-11 10:00:00;0,613;0,559;0,342;0,51
47,8;2020-09-11 10:30:00;0,619;0,541;0,338;0,443
47,8;2020-09-11 11:00:00;0,611;0,685;0,338;0,508
47,8;2020-09-11 11:30:00;0,61;0,649;0,34;0,493
47,8;2020-09-11 12:00:00;0,62;0,625;0,334;0,578
47,8;2020-09-11 12:30:00;0,63;0,598;0,336;0,466
47,8;2020-09-11 13:00:00;0,623;0,635;0,335;0,51
45,5;2020-09-11 13:30:00;0,629;0,61;0,343;0,514
45,5;2020-09-11 14:00:00;0,741;0,649;0,365;0,509
45,5;2020-09-11 14:30:00;0,722;0,522;0,358;0,488
45,5;2020-09-11 15:00:00;0,728;0,619;0,366;0,495
45,5;2020-09-11 15:30:00;0,693;0,638;0,356;0,472
45,5;2020-09-11 16:00:00;0,694;0,631;0,356;0,416
45,5;2020-09-11 16:30:00;0,673;0,577;0,35;0,592
45,5;2020-09-11 17:00:00;0,671;0,571;0,346;0,444
45,5;2020-09-11 17:30:00;0,686;0,587;0,361;0,497
45,5;2020-09-11 18:00:00;0,721;0,576;0,365;0,476
45,5;2020-09-11 18:30:00;0,674;0,58;0,347;0,506
45,5;2020-09-11 19:00:00;0,664;0,592;0,356;0,461
45,5;2020-09-11 19:30:00;0,636;0,61;0,339;0,486
45,5;2020-09-11 20:00:00;0,649;0,572;0,353;0,487
45,5;2020-09-11 20:30:00;0,658;0,545;0,363;0,471
45,5;2020-09-11 21:00:00;0,645;0,546;0,359;0,454
45,5;2020-09-11 21:30:00;0,655;0,587;0,359;0,49
40,6;2020-09-11 22:00:00;1,347;0,721;0,537;0,447
40,6;2020-09-11 22:30:00;1,287;0,635;0,539;0,368
40,6;2020-09-11 23:00:00;1,241;0,625;0,534;0,356
40,6;2020-09-11 23:30:00;1,23;0,561;0,538;0,511
40,6;2020-09-12 00:00:00;1,208;0,61;0,536;0,407
40,6;2020-09-12 00:30:00;1,241;0,635;0,543;0,547
40,6;2020-09-12 01:00:00;1,243;0,721;0,547;0,482
41,8;2020-09-12 01:30:00;1,098;0,667;0,528;0,448
41,2;2020-09-12 02:00:00;1,062;0,651;0,535;0,525
12,6;2020-09-14 04:00:00;0,034;0,281;0,04;0,317
45,5;2020-09-14 04:30:00;0,561;0,58;0,429;0,456
45,5;2020-09-14 05:00:00;0,547;0,574;0,385;0,506
45,5;2020-09-14 05:30:00;0,594;0,582;0,388;0,532
45,5;2020-09-14 06:00:00;0,554;0,615;0,354;0,433
45,5;2020-09-14 06:30:00;0,531;0,593;0,345;0,438
45,5;2020-09-14 07:00:00;0,552;0,589;0,352;0,431
45,5;2020-09-14 07:30:00;0,551;0,588;0,343;0,514
45,5;2020-09-14 08:00:00;0,548;0,574;0,345;0,455
45,5;2020-09-14 08:30:00;0,577;0,558;0,345;0,476
45,5;2020-09-14 09:00:00;0,583;0,565;0,355;0,448
45,5;2020-09-14 09:30:00;0,562;0,627;0,334;0,509
45,5;2020-09-14 10:00:00;0,607;0,606;0,344;0,477
45,5;2020-09-14 10:30:00;0,645;0,563;0,341;0,464
45,5;2020-09-14 11:00:00;0,659;0,6;0,34;0,529
45,5;2020-09-14 11:30:00;0,693;0,532;0,342;0,471
45,5;2020-09-14 12:00:00;0,751;0,628;0,354;0,444
45,5;2020-09-14 12:30:00;0,714;0,593;0,352;0,449
45,5;2020-09-14 13:00:00;0,748;0,593;0,354;0,477
45,5;2020-09-14 13:30:00;0,713;0,643;0,354;0,498
45,5;2020-09-14 14:00:00;0,714;0,602;0,353;0,452
44;2020-09-14 14:30:00;0,857;0,634;0,418;0,47
44;2020-09-14 15:00:00;0,835;0,599;0,429;0,584
44;2020-09-14 15:30:00;0,832;0,613;0,424;0,496
44;2020-09-14 16:00:00;0,813;0,577;0,435;0,462
44;2020-09-14 16:30:00;0,71;0,65;0,417;0,473
44;2020-09-14 17:00:00;0,814;0,604;0,43;0,516
39,1;2020-09-14 17:30:00;1,114;0,586;0,542;0,449
36,9;2020-09-14 18:00:00;1,114;0,504;0,536;0,494
36,9;2020-09-14 18:30:00;1,102;0,56;0,527;0,476
36,9;2020-09-14 19:00:00;1,166;0,568;0,52;0,521
36,9;2020-09-14 19:30:00;1,267;0,539;0,543;0,51
36,9;2020-09-14 20:00:00;1,299;0,639;0,533;0,557
36,9;2020-09-14 20:30:00;1,307;0,623;0,538;0,533
36,9;2020-09-14 21:00:00;1,28;0,593;0,539;0,508
36,9;2020-09-14 21:30:00;1,327;0,578;0,563;0,542
37,6;2020-09-14 22:00:00;1,391;0,585;0,58;0,501
37,6;2020-09-14 22:30:00;1,395;0,597;0,578;0,5
37,6;2020-09-14 23:00:00;1,362;0,57;0,561;0,5
37,6;2020-09-14 23:30:00;1,351;0,599;0,536;0,62
37,6;2020-09-15 00:00:00;1,344;0,585;0,559;0,475
45,9;2020-09-15 00:30:00;0,634;0,608;0,347;0,596
45,9;2020-09-15 01:00:00;0,594;0,63;0,344;0,488
45,9;2020-09-15 01:30:00;0,653;0,59;0,346;0,422
42,4;2020-09-15 02:00:00;1,035;0,675;0,415;0,487
43,6;2020-09-15 02:30:00;0,97;0,637;0,433;0,476
43,6;2020-09-15 03:00:00;0,902;0,587;0,415;0,493
43,6;2020-09-15 03:30:00;0,896;0,688;0,418;0,519
43,6;2020-09-15 04:00:00;0,905;0,658;0,419;0,452
43,6;2020-09-15 04:30:00;0,875;0,634;0,406;0,496
42,5;2020-09-15 05:00:00;0,986;0,676;0,47;0,507
42,5;2020-09-15 05:30:00;0,986;0,661;0,457;0,488
42,5;2020-09-15 06:00:00;0,977;0,683;0,449;0,507
42,5;2020-09-15 06:30:00;0,969;0,627;0,445;0,502
42,5;2020-09-15 07:00:00;0,927;0,746;0,431;0,493
42,5;2020-09-15 07:30:00;0,93;0,781;0,429;0,482
42,5;2020-09-15 08:00:00;0,931;0,679;0,427;0,517
42,5;2020-09-15 08:30:00;0,96;0,73;0,437;0,569
42,5;2020-09-15 09:00:00;0,924;0,797;0,434;0,566
44,8;2020-09-15 09:30:00;0,656;0,574;0,369;0,517
44,8;2020-09-15 10:00:00;0,647;0,577;0,358;0,494
44,8;2020-09-15 10:30:00;0,742;0,678;0,382;0,602
44,8;2020-09-15 11:00:00;0,764;0,537;0,37;0,443
44,8;2020-09-15 11:30:00;0,764;0,615;0,377;0,468
44,8;2020-09-15 12:00:00;0,736;0,572;0,371;0,502
44,8;2020-09-15 12:30:00;0,705;0,576;0,361;0,57
44,8;2020-09-15 13:00:00;0,634;0,555;0,356;0,495
44,8;2020-09-15 13:30:00;0,843;0,609;0,404;0,447
44,8;2020-09-15 14:00:00;0,739;0,62;0,386;0,567
44,8;2020-09-15 14:30:00;0,81;0,534;0,396;0,432
44,8;2020-09-15 15:00:00;0,565;0,639;0,366;0,5
44,8;2020-09-15 15:30:00;0,621;0,624;0,366;0,482
44,8;2020-09-15 16:00:00;0,742;0,622;0,381;0,493
41,4;2020-09-15 16:30:00;1,034;0,696;0,503;0,466
41,4;2020-09-15 17:00:00;0,945;0,661;0,501;0,528
41,4;2020-09-15 17:30:00;0,938;0,647;0,5;0,494
38;2020-09-15 18:00:00;1,243;0,635;0,541;0,51
38;2020-09-15 18:30:00;0,863;0,624;0,557;0,578
38;2020-09-15 19:00:00;0,845;0,614;0,541;0,585
38;2020-09-15 19:30:00;1,225;0,588;0,554;0,555
38;2020-09-15 20:00:00;1,359;0,592;0,561;0,542
38;2020-09-15 20:30:00;1,381;0,621;0,562;0,605
38;2020-09-15 21:00:00;1,387;0,587;0,57;0,537
38;2020-09-15 21:30:00;1,403;0,531;0,582;0,453
38;2020-09-15 22:00:00;1,386;0,607;0,578;0,49
38;2020-09-15 22:30:00;1,389;0,559;0,587;0,579
38;2020-09-15 23:00:00;1,383;0,55;0,584;0,498
38;2020-09-15 23:30:00;1,367;0,533;0,581;0,488
43,7;2020-09-16 00:00:00;1,122;0,721;0,515;0,509
41;2020-09-16 00:30:00;1,246;0,644;0,544;0,494
41;2020-09-16 01:00:00;1,247;0,686;0,54;0,404
41;2020-09-16 01:30:00;1,245;0,7;0,543;0,524
41;2020-09-16 02:00:00;1,23;0,684;0,541;0,53
41;2020-09-16 02:30:00;1,302;0,598;0,563;0,461
41;2020-09-16 03:00:00;1,228;0,657;0,546;0,517
41;2020-09-16 03:30:00;1,259;0,708;0,551;0,473
41;2020-09-16 04:00:00;1,242;0,733;0,544;0,519
41;2020-09-16 04:30:00;1,257;0,738;0,548;0,66
41;2020-09-16 05:00:00;1,16;0,728;0,531;0,585
41;2020-09-16 05:30:00;1,207;0,714;0,55;0,5
40,2;2020-09-16 06:00:00;1,257;0,637;0,564;0,525
40,2;2020-09-16 06:30:00;1,207;0,62;0,542;0,499
40,2;2020-09-16 07:00:00;1,23;0,638;0,546;0,424
40,2;2020-09-16 07:30:00;1,178;0,683;0,536;0,442
40,2;2020-09-16 08:00:00;1,22;0,694;0,549;0,405
40,2;2020-09-16 08:30:00;1,217;0,63;0,553;0,434
40,2;2020-09-16 09:00:00;1,282;0,625;0,57;0,439
40,2;2020-09-16 09:30:00;1,31;0,631;0,573;0,47
40,2;2020-09-16 10:00:00;1,318;0,662;0,561;0,42
40,2;2020-09-16 10:30:00;1,287;0,612;0,549;0,45
44,4;2020-09-16 11:00:00;0,733;0,587;0,395;0,444
44,4;2020-09-16 11:30:00;0,799;0,63;0,403;0,471
44,4;2020-09-16 12:00:00;0,895;0,557;0,423;0,462
44,4;2020-09-16 12:30:00;0,873;0,545;0,413;0,424
44,4;2020-09-16 13:00:00;0,927;0,605;0,428;0,468
44,4;2020-09-16 13:30:00;0,889;0,62;0,415;0,47
44,4;2020-09-16 14:00:00;0,913;0,683;0,422;0,439
44,4;2020-09-16 14:30:00;0,874;0,667;0,405;0,44
44,4;2020-09-16 15:00:00;0,889;0,567;0,406;0,426
44,4;2020-09-16 15:30:00;0,889;0,536;0,402;0,428
40,6;2020-09-16 16:00:00;0,983;0,599;0,503;0,442
44,4;2020-09-16 16:30:00;0,744;0,605;0,393;0,462
44,4;2020-09-16 17:00:00;0,745;0,624;0,392;0,487
44,4;2020-09-16 17:30:00;0,798;0,566;0,393;0,476
43,2;2020-09-16 18:00:00;1,087;0,608;0,461;0,498
43,2;2020-09-16 18:30:00;1,048;0,614;0,452;0,482
43,2;2020-09-16 19:00:00;1,061;0,627;0,447;0,509
43,2;2020-09-16 19:30:00;1,077;0,597;0,448;0,467
43,2;2020-09-16 20:00:00;1,043;0,589;0,441;0,496
40,2;2020-09-16 20:30:00;1,311;0,641;0,546;0,424
40,2;2020-09-16 21:00:00;1,251;0,626;0,526;0,486
40,2;2020-09-16 21:30:00;1,326;0,578;0,561;0,418
40,2;2020-09-16 22:00:00;1,311;0,615;0,559;0,379
40,2;2020-09-16 22:30:00;1,259;0,632;0,539;0,418
40,2;2020-09-16 23:00:00;1,261;0,645;0,545;0,409
40,2;2020-09-16 23:30:00;1,245;0,666;0,545;0,377
40,2;2020-09-17 00:00:00;1,237;0,647;0,538;0,436
40,2;2020-09-17 00:30:00;1,279;0,629;0,554;0,447
40,2;2020-09-17 01:00:00;1,204;0,609;0,523;0,435
40,2;2020-09-17 01:30:00;1,197;0,593;0,522;0,441
40,2;2020-09-17 02:00:00;1,212;0,592;0,533;0,453
40,2;2020-09-17 02:30:00;1,265;0,631;0,552;0,467
40,2;2020-09-17 03:00:00;1,223;0,63;0,531;0,468
40,2;2020-09-17 03:30:00;1,238;0,712;0,54;0,439
40,2;2020-09-17 04:00:00;1,254;0,637;0,548;0,499
40,2;2020-09-17 04:30:00;1,221;0,647;0,535;0,421
40,2;2020-09-17 05:00:00;1,186;0,746;0,531;0,469
40,2;2020-09-17 05:30:00;1,169;0,726;0,529;0,472
40,2;2020-09-17 06:00:00;1,163;0,625;0,522;0,44
40,2;2020-09-17 06:30:00;1,127;0,658;0,52;0,46
40,2;2020-09-17 07:00:00;1,179;0,638;0,534;0,468
40,2;2020-09-17 07:30:00;1,11;0,683;0,507;0,489
40,2;2020-09-17 08:00:00;1,149;0,663;0,519;0,482
40,2;2020-09-17 08:30:00;1,153;0,728;0,52;0,519
40,2;2020-09-17 09:00:00;1,192;0,619;0,538;0,479
40,2;2020-09-17 09:30:00;1,21;0,641;0,537;0,475
40,2;2020-09-17 10:00:00;1,24;0,666;0,533;0,409
40,2;2020-09-17 10:30:00;1,24;0,647;0,516;0,479
40,2;2020-09-17 11:00:00;1,238;0,667;0,514;0,5
40,2;2020-09-17 11:30:00;1,265;0,618;0,524;0,416
40,2;2020-09-17 12:00:00;1,271;0,611;0,532;0,435
40,2;2020-09-17 12:30:00;1,289;0,605;0,535;0,446
40,2;2020-09-17 13:00:00;1,307;0,617;0,543;0,426
43,6;2020-09-17 13:30:00;0,972;0,598;0,44;0,537
43,6;2020-09-17 14:00:00;1,022;0,606;0,447;0,437
43,6;2020-09-17 14:30:00;1,022;0,562;0,441;0,47
43,6;2020-09-17 15:00:00;0,937;0,514;0,421;0,42
43,6;2020-09-17 15:30:00;0,908;0,658;0,419;0,432
43,6;2020-09-17 16:00:00;0,82;0,637;0,414;0,514
43,6;2020-09-17 16:30:00;0,767;0,637;0,4;0,497
43,6;2020-09-17 17:00:00;0,902;0,512;0,425;0,468
43,6;2020-09-17 17:30:00;0,855;0,687;0,417;0,469
43,6;2020-09-17 18:00:00;0,872;0,648;0,418;0,498
43,6;2020-09-17 18:30:00;1,023;0,596;0,446;0,45
43,6;2020-09-17 19:00:00;0,978;0,628;0,432;0,466
43,6;2020-09-17 19:30:00;0,91;0,587;0,411;0,448
43,6;2020-09-17 20:00:00;0,999;0,636;0,435;0,418
43,6;2020-09-17 20:30:00;0,94;0,516;0,423;0,488
43,6;2020-09-17 21:00:00;0,918;0,541;0,42;0,506
43,6;2020-09-17 21:30:00;0,967;0,727;0,411;0,486
43,6;2020-09-17 22:00:00;0,962;0,666;0,415;0,517
43,6;2020-09-17 22:30:00;0,952;0,595;0,419;0,475
43,6;2020-09-17 23:00:00;0,978;0,597;0,426;0,457
43,6;2020-09-17 23:30:00;0,968;0,69;0,418;0,541
43,6;2020-09-18 00:00:00;0,901;0,626;0,404;0,467
43,6;2020-09-18 00:30:00;0,934;0,597;0,434;0,489
43,6;2020-09-18 01:00:00;0,916;0,53;0,407;0,443
43,6;2020-09-18 01:30:00;0,887;0,559;0,393;0,466
42,1;2020-09-21 09:00:00;0,917;0,651;0,43;0,502
44,4;2020-09-21 09:30:00;0,717;0,618;0,377;0,451
44,4;2020-09-21 10:00:00;0,746;0,621;0,384;0,565
44,4;2020-09-21 10:30:00;0,797;0,612;0,393;0,508
44,4;2020-09-21 11:00:00;0,771;0,589;0,379;0,409
44,4;2020-09-21 11:30:00;0,789;0,573;0,391;0,426
45,1;2020-09-21 12:00:00;0,738;0,533;0,362;0,419
45,1;2020-09-21 12:30:00;0,773;0,651;0,37;0,451
45,1;2020-09-21 13:00:00;0,757;0,634;0,368;0,546
45,1;2020-09-21 13:30:00;0,766;0,667;0,372;0,506
45,1;2020-09-21 14:00:00;0,757;0,642;0,373;0,435
45,1;2020-09-21 14:30:00;0,75;0,567;0,369;0,478
45,1;2020-09-21 15:00:00;0,733;0,615;0,366;0,461
45,1;2020-09-21 15:30:00;0,751;0,623;0,37;0,514
45,1;2020-09-21 16:00:00;0,726;0,623;0,362;0,594
45,1;2020-09-21 16:30:00;0,734;0,584;0,36;0,46
45,1;2020-09-21 17:00:00;0,72;0,574;0,365;0,41
45,1;2020-09-21 17:30:00;0,713;0,633;0,37;0,542
45,1;2020-09-21 18:00:00;0,697;0,631;0,357;0,488
45,1;2020-09-21 18:30:00;0,746;0,574;0,378;0,52
45,1;2020-09-21 19:00:00;0,713;0,581;0,375;0,483
45,1;2020-09-21 19:30:00;0,707;0,613;0,373;0,411
45,1;2020-09-21 20:00:00;0,709;0,586;0,374;0,564
45,1;2020-09-21 20:30:00;0,706;0,62;0,379;0,439
45,1;2020-09-21 21:00:00;0,703;0,648;0,372;0,487
45,1;2020-09-21 21:30:00;0,701;0,586;0,366;0,476
45,1;2020-09-21 22:00:00;0,76;0,551;0,38;0,513
45,1;2020-09-21 22:30:00;0,748;0,626;0,378;0,481
45,1;2020-09-21 23:00:00;0,768;0,612;0,386;0,529
45,1;2020-09-21 23:30:00;0,74;0,545;0,378;0,443
45,1;2020-09-22 00:00:00;0,728;0,578;0,378;0,522
