Motor_Frequency_Cmd_Hz;Timestamp;X_Axis_High_Frequency_RMS_Acceleration;X_Axis_RMS_Velocity;Z_Axis_High_Frequency_RMS_Acceleration;Z_Axis_RMS_Velocity
42,5;2020-10-28 01:30:00;1,297;1,458;1,021;1,677
41,4;2020-10-28 02:00:00;1,337;1,557;1,037;1,508
41,4;2020-10-28 02:30:00;1,366;1,409;1,038;1,591
41,4;2020-10-28 03:00:00;1,39;1,315;1,051;1,371
41,4;2020-10-28 03:30:00;1,406;1,326;1,036;1,492
41,4;2020-10-28 04:00:00;1,439;1,359;1,118;2,173
41,4;2020-10-28 04:30:00;1,501;1,325;1,085;2,142
41,4;2020-10-28 05:00:00;1,47;1,422;1,075;2,385
41,4;2020-10-28 05:30:00;1,449;1,549;1,076;3,247
41,4;2020-10-28 06:00:00;1,448;1,179;1,05;2,21
41,4;2020-10-28 06:30:00;1,47;1,526;1,069;1,584
41,4;2020-10-28 07:00:00;1,423;1,212;1,067;1,28
41,4;2020-10-28 07:30:00;1,408;1,103;1,042;1,429
41,4;2020-10-28 08:00:00;1,5;1,546;1,065;1,908
41,4;2020-10-28 08:30:00;1,406;1,255;1,048;1,779
41,4;2020-10-28 09:00:00;1,465;1,351;1,046;1,582
41,4;2020-10-28 09:30:00;1,462;1,215;1,078;1,509
41,4;2020-10-28 10:00:00;1,465;0,96;1,087;1,538
41,4;2020-10-28 10:30:00;1,473;1,415;1,081;1,2
41,4;2020-10-28 11:00:00;1,529;1,191;1,062;1,939
41,4;2020-10-28 11:30:00;1,47;1,019;1,058;1,813
41,4;2020-10-28 12:00:00;1,487;0,98;1,084;1,371
41,4;2020-10-28 12:30:00;1,531;0,965;1,093;1,208
41,4;2020-10-28 13:00:00;1,482;1,02;1,069;1,943
41,4;2020-10-28 13:30:00;1,523;1,043;1,09;2,509
41,4;2020-10-28 14:00:00;1,508;1,058;1,092;1,68
41,4;2020-10-28 14:30:00;1,533;1,36;1,078;2,471
41,4;2020-10-28 15:00:00;1,488;1,074;1,085;2,82
41,4;2020-10-28 15:30:00;1,524;1,277;1,083;2,961
41,4;2020-10-28 16:00:00;1,549;1,141;1,09;1,577
41,4;2020-10-28 16:30:00;1,525;1,035;1,074;1,434
41,4;2020-10-28 17:00:00;1,567;1,193;1,083;2,147
41,4;2020-10-28 17:30:00;1,551;0,935;1,066;1,788
41,4;2020-11-03 18:00:00;1,165;4,98;1,006;1,111
37,2;2020-11-03 18:30:00;1,236;1,263;0,965;1,414
37,2;2020-11-03 19:00:00;1,337;1,227;0,985;1,228
37,2;2020-11-03 19:30:00;1,279;1,626;0,998;1,214
37,2;2020-11-03 20:00:00;1,398;0,706;0,964;0,845
37,2;2020-11-03 20:30:00;1,398;0,706;0,964;0,845
37,2;2020-11-03 21:00:00;1,467;0,729;1,009;0,82
37,2;2020-11-03 21:30:00;1,529;0,693;1,045;0,873
46,6;2020-11-03 22:00:00;1,368;1,351;1,109;4,29
46,6;2020-11-03 22:30:00;1,3;1,222;1,109;3,01
46,6;2020-11-03 23:00:00;1,304;1,125;1,128;2,757
47,4;2020-11-03 23:30:00;1,314;1,755;1,103;6,584
47,4;2020-11-04 00:00:00;1,262;1,375;1,067;5,175
47,4;2020-11-04 00:30:00;1,28;1,194;1,07;3,878
47,4;2020-11-04 01:00:00;1,276;1,088;1,092;3,269
47,4;2020-11-04 01:30:00;1,247;1,165;1,062;3,84
47,4;2020-11-04 02:00:00;1,301;1,12;1,074;3,953
42,5;2020-11-04 02:30:00;1,41;1,08;1,032;2,593
42,5;2020-11-04 03:00:00;1,46;1,118;1,066;2,283
42,5;2020-11-04 03:30:00;1,453;0,946;1,074;2,617
42,5;2020-11-04 04:00:00;1,43;1,411;1,065;3,492
45,1;2020-11-04 04:30:00;1,306;1,135;1,12;4,964
45,1;2020-11-04 05:00:00;1,338;1,682;1,112;4,26
45,1;2020-11-04 05:30:00;1,345;0,916;1,112;2,094
45,1;2020-11-04 06:00:00;1,291;0,965;1,071;2,012
45,1;2020-11-04 06:30:00;1,263;1,077;1,077;3,368
45,1;2020-11-04 07:00:00;1,288;1,093;1,109;3,998
45,1;2020-11-04 07:30:00;1,308;1,488;1,073;3,428
47,4;2020-11-04 08:00:00;1,322;1,468;1,062;4,735
47,4;2020-11-04 08:30:00;1,293;1,185;1,059;2,631
47,4;2020-11-04 09:00:00;1,283;1,201;1,071;3,444
47,4;2020-11-04 09:30:00;1,335;1,143;1,097;5,161
50;2020-11-04 10:00:00;1,377;1,267;1,114;4,386
50;2020-11-04 10:30:00;1,379;1,28;1,119;3,832
50;2020-11-04 11:00:00;1,334;1,28;1,095;4,923
50;2020-11-04 11:30:00;1,378;1,046;1,098;3,835
50;2020-11-04 12:00:00;1,352;1,28;1,123;6,882
50;2020-11-04 12:30:00;1,354;0,923;1,122;4,222
50;2020-11-04 13:00:00;1,348;1,078;1,125;3,385
50;2020-11-04 13:30:00;1,296;1,381;1,1;6,04
50;2020-11-04 14:00:00;1,358;0,981;1,126;4,132
50;2020-11-04 14:30:00;1,332;1,558;1,103;6,731
50;2020-11-04 15:30:00;1,367;1,618;1,091;6,731
42,5;2020-11-04 16:00:00;1,405;1,25;1,036;2,389
42,5;2020-11-04 16:30:00;1,428;1,142;1,024;2,896
42,5;2020-11-04 17:00:00;1,483;1,388;1,047;1,841
42,5;2020-11-04 17:30:00;1,412;1,284;1,078;2,625
42,5;2020-11-04 18:00:00;1,398;1,229;1,041;2,081
42,5;2020-11-04 18:30:00;1,437;1,151;1,032;2,054
42,5;2020-11-04 19:00:00;1,468;1,793;1,059;3,655
44;2020-11-04 19:30:00;1,361;1,097;1,093;2,754
44;2020-11-04 20:00:00;1,346;1,303;1,087;2,405
44;2020-11-04 20:30:00;1,342;1,132;1,082;2,316
44;2020-11-04 21:00:00;1,374;1,395;1,082;2,556
44;2020-11-04 21:30:00;1,329;1,502;1,084;3,509
44;2020-11-04 22:00:00;1,312;1,053;1,08;2,01
44;2020-11-04 22:30:00;1,353;1,326;1,047;2,348
44;2020-11-04 23:00:00;1,342;1,411;1,065;1,739
47,4;2020-11-04 23:30:00;1,341;2,319;1,086;5,572
47,4;2020-11-05 00:00:00;1,362;2,099;1,107;5,179
47,4;2020-11-05 00:30:00;1,335;1,631;1,097;5,084
47,4;2020-11-05 01:00:00;1,37;1,548;1,103;3,036
47,4;2020-11-05 01:30:00;1,386;1,933;1,109;3,757
49,6;2020-11-05 02:00:00;1,372;1,771;1,111;5,068
49,6;2020-11-05 02:30:00;1,356;1,847;1,126;3,556
49,6;2020-11-05 03:00:00;1,423;2,001;1,155;4,929
49,6;2020-11-05 03:30:00;1,389;2,389;1,073;5,929
49,6;2020-11-05 04:00:00;1,388;1,512;1,099;2,902
49,6;2020-11-05 04:30:00;1,342;1,886;1,082;3,562
49,6;2020-11-05 05:00:00;1,376;2,013;1,13;4,135
49,6;2020-11-05 05:30:00;1,318;1,84;1,096;3,137
49,6;2020-11-05 06:00:00;1,378;1,952;1,096;3,006
49,6;2020-11-05 06:30:00;1,387;1,59;1,118;4,234
49,6;2020-11-05 07:00:00;1,439;3,292;1,105;5,325
49,6;2020-11-05 07:30:00;1,417;1,523;1,093;2,618
49,6;2020-11-05 08:00:00;1,423;2,291;1,117;3,939
49,6;2020-11-05 08:30:00;1,414;1,515;1,122;3,231
49,6;2020-11-05 09:00:00;1,39;1,418;1,111;3,22
49,6;2020-11-05 09:30:00;1,435;2,588;1,078;5,887
49,6;2020-11-05 10:00:00;1,418;2,229;1,133;4,627
49,6;2020-11-05 10:30:00;1,386;1,968;1,119;7,027
49,6;2020-11-05 11:00:00;1,38;3,571;1,118;8,248
49,6;2020-11-05 11:30:00;1,393;1,438;1,128;3,445
49,6;2020-11-05 12:00:00;1,377;3,676;1,126;4,48
49,6;2020-11-05 12:30:00;1,456;2,435;1,131;4,772
49,6;2020-11-05 13:00:00;1,406;1,676;1,118;4,507
49,6;2020-11-05 13:30:00;1,418;2,016;1,112;5,342
49,6;2020-11-05 14:00:00;1,425;2,257;1,16;4,495
49,6;2020-11-05 14:30:00;1,405;1,304;1,142;3,09
49,6;2020-11-05 15:00:00;1,442;1,759;1,14;4,409
49,6;2020-11-05 15:30:00;1,383;1,815;1,14;5,841
49,6;2020-11-05 16:00:00;1,389;1,416;1,101;4,465
49,6;2020-11-05 16:30:00;1,457;1,867;1,122;5,142
49,6;2020-11-05 17:00:00;1,445;1,631;1,137;3,933
49,6;2020-11-05 17:30:00;1,449;1,906;1,165;5,115
49,6;2020-11-05 18:00:00;1,36;2,22;1,09;3,882
50;2020-11-05 18:30:00;1,464;1,898;1,126;3,375
50;2020-11-05 19:00:00;1,415;1,843;1,15;2,643
50;2020-11-05 19:30:00;1,433;1,495;1,168;2,877
50;2020-11-05 20:00:00;1,49;2,271;1,153;3,656
50;2020-11-05 20:30:00;1,431;3,109;1,135;2,159
50;2020-11-05 21:00:00;1,511;2,861;1,169;3,602
50;2020-11-05 21:30:00;1,412;2,864;1,162;3,939
50;2020-11-05 22:00:00;1,424;2,751;1,152;2,726
50;2020-11-05 22:30:00;1,487;2,507;1,154;3,216
50;2020-11-05 23:00:00;1,419;2,31;1,146;2,237
50;2020-11-05 23:30:00;1,441;2,205;1,113;6,922
50;2020-11-06 00:00:00;1,464;2,258;1,121;4,312
50;2020-11-06 00:30:00;1,415;2,138;1,166;2,811
50;2020-11-06 01:00:00;1,389;2,418;1,124;4,549
50;2020-11-06 01:30:00;1,464;2,106;1,13;2,85
50;2020-11-06 02:00:00;1,472;2,027;1,166;6,331
50;2020-11-06 02:30:00;1,428;1,657;1,149;3,74
50;2020-11-06 03:00:00;1,389;2,753;1,173;3,963
50;2020-11-06 03:30:00;1,456;2,88;1,146;5,295
50;2020-11-06 04:00:00;1,461;2,101;1,182;4,457
50;2020-11-06 04:30:00;1,469;1,972;1,141;3,892
50;2020-11-06 05:00:00;1,461;1,924;1,155;4,931
50;2020-11-06 05:30:00;1,446;2,03;1,122;3,103
50;2020-11-06 06:00:00;1,436;1,92;1,165;2,697
50;2020-11-06 06:30:00;1,469;2,146;1,143;3,729
50;2020-11-06 07:00:00;1,484;1,876;1,187;2,814
50;2020-11-06 07:30:00;1,423;2,652;1,143;4,931
50;2020-11-06 08:00:00;1,45;2,321;1,15;4,793
47,8;2020-11-06 08:30:00;1,414;1,946;1,09;4,318
47,8;2020-11-06 09:00:00;1,379;1,561;1,119;4,154
47,8;2020-11-06 09:30:00;1,384;1,451;1,099;3,269
47,8;2020-11-06 10:00:00;1,353;1,692;1,109;4,25
47,8;2020-11-06 10:30:00;1,323;1,474;1,08;3,001
47,8;2020-11-06 11:00:00;1,372;1,517;1,125;3,194
47,8;2020-11-06 11:30:00;1,292;1,434;1,116;5,164
47,8;2020-11-06 12:00:00;1,328;1,304;1,111;2,66
47,8;2020-11-06 12:30:00;1,353;1,287;1,095;3,299
47,8;2020-11-06 13:00:00;1,344;1,445;1,158;5,438
47,8;2020-11-06 13:30:00;1,361;1,102;1,134;3,422
47,8;2020-11-06 14:00:00;1,318;1,7;1,097;6,15
47,8;2020-11-06 14:30:00;1,321;1,376;1,085;3,129
47,8;2020-11-06 15:00:00;1,29;1,048;1,094;5,212
47,8;2020-11-06 15:30:00;1,284;1,226;1,089;5,266
47,8;2020-11-06 16:00:00;1,318;1,578;1,084;3,922
47,8;2020-11-06 16:30:00;1,341;1,203;1,082;4,113
47,8;2020-11-06 17:00:00;1,322;1,32;1,125;3,719
47,8;2020-11-06 17:30:00;1,346;1,381;1,149;3,273
47,8;2020-11-06 18:00:00;1,385;2,293;1,12;5,662
47,8;2020-11-06 18:30:00;1,301;1,83;1,095;4,489
47,8;2020-11-06 19:00:00;1,357;1,625;1,117;3,435
47,8;2020-11-06 19:30:00;1,406;1,452;1,119;2,853
47,8;2020-11-06 20:00:00;1,307;1,52;1,057;3,661
47,8;2020-11-06 20:30:00;1,362;1,907;1,111;5,107
47,8;2020-11-06 21:00:00;1,393;1,98;1,141;2,694
47,8;2020-11-06 21:30:00;1,344;1,807;1,142;3,51
47,8;2020-11-06 22:00:00;1,368;2,096;1,086;5,512
47,8;2020-11-06 22:30:00;1,368;2,357;1,122;6,531
47,8;2020-11-06 23:00:00;1,367;1,704;1,128;4,128
47,8;2020-11-06 23:30:00;1,413;2,965;1,124;3,772
47,8;2020-11-07 00:00:00;1,416;2,533;1,096;4,342
47,8;2020-11-07 00:30:00;1,392;1,82;1,105;2,978
46,2;2020-11-07 01:00:00;1,347;2,055;1,077;2,476
46,2;2020-11-07 01:30:00;1,291;1,705;1,057;2,107
46,2;2020-11-07 02:00:00;1,343;2,402;1,08;4,011
46,2;2020-11-07 02:30:00;1,343;2,727;1,052;4,129
46,2;2020-11-07 03:00:00;1,35;2,007;1,062;2,752
46,2;2020-11-07 03:30:00;1,34;1,91;1,103;3,332
46,2;2020-11-07 04:00:00;1,361;1,568;1,088;3,748
46,2;2020-11-07 04:30:00;1,357;1,66;1,116;1,881
46,3;2020-11-07 05:00:00;1,322;2,197;1,086;2,594
42,9;2020-11-07 05:30:00;1,416;2,325;1,047;1,639
44,4;2020-11-07 06:00:00;1,321;1,507;1,047;2,164
44,4;2020-11-07 06:30:00;1,373;1,986;1,068;3,919
44,4;2020-11-07 07:00:00;1,353;1,571;1,075;3,064
44,4;2020-11-07 07:30:00;1,35;1,329;1,025;2,435
44,4;2020-11-07 08:00:00;1,352;2,185;1,056;1,978
44,4;2020-11-07 08:30:00;1,363;1,895;1,062;2,178
44,4;2020-11-07 09:00:00;1,383;1,256;1,067;1,27
44,4;2020-11-07 09:30:00;1,395;1,733;1,118;1,752
44,4;2020-11-07 10:00:00;1,407;1,384;1,064;1,895
44,4;2020-11-07 10:30:00;1,358;1,212;1,12;1,469
44,4;2020-11-07 11:00:00;1,31;1,194;1,032;2,47
44,4;2020-11-07 11:30:00;1,315;1,092;1,082;1,529
44,4;2020-11-07 12:00:00;1,364;1,107;1,075;2,204
44,4;2020-11-07 12:30:00;1,341;1,037;1,117;2,161
44,4;2020-11-07 13:00:00;1,319;0,896;1,072;1,138
44,4;2020-11-07 13:30:00;1,314;1,061;1,073;2,838
44,4;2020-11-07 14:00:00;1,355;1,551;1,063;2,621
44,4;2020-11-07 14:30:00;1,325;1,218;1,101;2,57
44,4;2020-11-07 15:00:00;1,305;1,24;1,104;3,192
44,4;2020-11-07 15:30:00;1,344;1,315;1,078;3,032
44,4;2020-11-07 16:00:00;1,286;1,311;1,061;3,563
44,4;2020-11-07 16:30:00;1,366;1,617;1,128;2,315
44,4;2020-11-07 17:00:00;1,351;1,186;1,071;3,195
44,4;2020-11-07 17:30:00;1,381;1,198;1,12;1,44
44,4;2020-11-07 18:00:00;1,361;1,398;1,075;2,325
44,4;2020-11-07 18:30:00;1,35;2,144;1,033;3,967
44,4;2020-11-07 19:00:00;1,305;1,675;1,038;1,955
44,4;2020-11-07 19:30:00;1,33;1,847;1,072;1,896
43,2;2020-11-07 20:00:00;1,389;1,535;1,052;1,068
43,2;2020-11-07 20:30:00;1,36;1,621;1,022;2,299
43,2;2020-11-07 21:00:00;1,354;1,907;1,015;1,797
43,2;2020-11-07 21:30:00;1,366;1,678;1,041;1,733
43,2;2020-11-07 22:00:00;1,379;1,81;1,057;2,211
43,2;2020-11-07 22:30:00;1,375;2,216;1,03;2,897
43,2;2020-11-07 23:00:00;1,431;1,653;1,048;2,355
43,2;2020-11-07 23:30:00;1,369;1,42;1,038;1,411
43,2;2020-11-08 00:00:00;1,385;1,495;1,028;1,808
43,2;2020-11-08 00:30:00;1,385;1,364;1,027;1,478
43,2;2020-11-08 01:00:00;1,408;1,753;1,063;2,377
43,2;2020-11-08 01:30:00;1,39;1,538;1,048;1,399
43,2;2020-11-08 02:00:00;1,359;1,616;1,047;1,364
43,2;2020-11-08 02:30:00;1,415;1,438;1,003;1,113
45,1;2020-11-08 03:00:00;1,34;1,747;1,073;2,402
44;2020-11-08 03:30:00;1,354;1,577;1,01;2,038
44;2020-11-08 04:00:00;1,337;1,617;1,054;1,814
44;2020-11-08 04:30:00;1,363;1,579;1,047;2,889
44;2020-11-08 05:00:00;1,37;1,184;1,073;1,3
44;2020-11-08 05:30:00;1,32;1,44;1,041;1,304
44;2020-11-08 06:00:00;1,317;1,647;1,057;1,228
44;2020-11-08 06:30:00;1,376;1,464;1,077;1,738
44;2020-11-08 07:00:00;1,329;1,766;1,005;1,85
44;2020-11-08 07:30:00;1,386;1,434;1,063;1,971
44;2020-11-08 08:00:00;1,358;1,211;1,073;1,088
44;2020-11-08 08:30:00;1,332;1,225;1,017;1,071
44;2020-11-08 09:00:00;1,305;1,122;1,036;1,702
44;2020-11-08 09:30:00;1,337;1,484;1,015;1,529
44;2020-11-08 10:00:00;1,326;1,136;1,019;1,383
44;2020-11-08 10:30:00;1,34;1,054;1,066;1,256
44;2020-11-08 11:00:00;1,356;1,32;1,069;1,462
44;2020-11-08 11:30:00;1,363;1,314;1,005;1,727
44;2020-11-08 12:00:00;1,324;0,978;1,042;3,199
44;2020-11-08 12:30:00;1,321;1,022;1,047;1,59
44;2020-11-08 13:00:00;1,338;1,296;1,014;2,773
44;2020-11-08 13:30:00;1,358;1,155;1,076;2,196
44;2020-11-08 14:00:00;1,394;1,253;1,03;1,921
44;2020-11-08 14:30:00;1,334;1,173;1,035;1,249
44;2020-11-08 15:00:00;1,329;1,288;1,056;1,539
44;2020-11-08 15:30:00;1,308;1,079;1,05;1,427
44;2020-11-08 16:00:00;1,36;1,567;1,045;1,953
44;2020-11-08 16:30:00;1,336;1,236;1,045;1,182
44;2020-11-08 17:00:00;1,35;1,145;1,057;1,144
44;2020-11-08 17:30:00;1,355;0,949;1,024;2,191
44;2020-11-08 18:00:00;1,347;1,392;1,053;1,723
44;2020-11-08 18:30:00;1,324;1,12;1,037;2,876
44;2020-11-08 19:00:00;1,36;1,166;1,05;1,35
44;2020-11-08 19:30:00;1,357;0,984;1,005;2,221
44;2020-11-08 20:00:00;1,346;1,064;1,059;1,443
44;2020-11-08 20:30:00;1,321;1,074;1,021;2,805
44;2020-11-08 21:00:00;1,409;1,367;1,054;1,175
44;2020-11-08 21:30:00;1,364;1,121;1,054;1,702
44;2020-11-08 22:00:00;1,371;1,483;1,064;2,348
44;2020-11-08 22:30:00;1,373;1,034;1,064;1,206
44;2020-11-08 23:00:00;1,324;1;1,037;1,495
44;2020-11-08 23:30:00;1,349;1,143;1,013;1,365
44;2020-11-09 00:00:00;1,354;0,985;1,036;1,352
44;2020-11-09 00:30:00;1,351;1,284;1,02;1,777
44;2020-11-09 01:00:00;1,339;1,338;1,016;1,424
44;2020-11-09 01:30:00;1,356;1,196;1,028;1,522
44;2020-11-09 02:00:00;1,382;1,114;1,027;1,465
44;2020-11-09 02:30:00;1,388;0,87;1,003;1,568
44;2020-11-09 03:00:00;1,356;0,999;1,031;2,006
44;2020-11-09 03:30:00;1,4;1,693;1,045;1,522
44;2020-11-09 04:00:00;1,34;1,607;1,053;1,264
44;2020-11-09 04:30:00;1,441;1,786;1,06;2,514
44;2020-11-09 05:00:00;1,408;1,395;1,047;1,718
44;2020-11-09 05:30:00;1,363;2,217;1,085;3,47
44;2020-11-09 06:00:00;1,353;1,213;1,032;1,954
